直播id,直播开始时间,直播结束时间,GPM,9990,累计观看人数,新增粉丝数,999,整体成单率,直播间评论次数,直播间分享次数,整体下单率,整体下单数,直播间平均成单金额(元),直播间新加团人数,直播间商品点击次数,直播间查看购物车次数,直播间打赏次数,消耗(元),广告GPM(元),广告ROI,广告成交金额(元),广告成单数,广告成单率,广告点击次数,广告点击率,平均千次展现费用(元),广告下单数,广告下单率,广告点击单价(元),广告转化率,广告转化数,广告转化成本(元),广告平均成单金额(元),广告引导超1分钟观看人数
7.14E+18,1662422115,1662440124,2989.76,38744.33,12959,137,322,5.12,1037,18,6.01,378,120.32,2,6903,6434,60,5816.98,2311.85,2.56,14904.5,133,2.11,6293,3.78,34.96,157,2.49,0.92,1.8,113,51.48,112.06,1857
7.14E+18,1662548108,1662566116,2359.06,76115.2,32265,408,700,3.26,2157,56,4.18,897,108.74,15,14428,12674,145,18752.95,2165.61,2.59,48643.9,449,2.09,21447,3.61,31.54,595,2.77,0.87,1.87,401,46.77,108.34,5582
7.14E+18,1662508525,1662526533,2604.97,33935,13027,191,290,4.13,961,15,5.28,371,117.02,5,6417,6137,57,6677.48,1961.83,2.1,13995.7,126,1.79,7027,3.07,29.2,171,2.43,0.95,1.55,109,61.26,111.08,2117
7.14E+18,1662634503,1662652516,1792.22,164966.74,92046,2732,1809,2.32,14701,467,3.03,2359,91.19,54,30097,30209,371,39485.57,1589.86,3.24,127757.98,1419,1.82,77896,4.03,20.45,1900,2.44,0.51,1.63,1267,31.16,90.03,26190
7.14E+18,1662595339,1662613348,2501.29,37907.06,15155,177,351,3.58,1001,16,4.4,431,108,5,7028,6596,66,8736.83,2189.83,2.53,22093.2,206,2.1,9805,3.61,32.2,251,2.56,0.89,1.88,184,47.48,107.25,2732
7.14E+18,1662720921,1662738949,2156.27,185607.27,86078,2705,2039,2.96,9926,263,4.05,2791,91.03,64,29381,27872,432,46398.62,2070.32,3.19,147895.65,1643,2.39,68832,2.96,19.95,2302,3.34,0.67,2.18,1501,30.91,90.02,21192
7.14E+18,1662807374,1662825435,2210.55,200510.5,90706,3065,2148,3.09,10296,302,4.3,2990,93.35,63,33550,30562,376,49272.31,2136.49,3.12,153575.25,1677,2.41,69535,2.4,16.99,2376,3.42,0.71,2.19,1520,32.42,91.58,20397
7.14E+18,1662767768,1662785777,1892.17,46153.76,24392,362,474,2.83,1988,57,3.53,591,97.37,7,8880,8289,120,10750.21,1654.7,2.69,28892.72,309,1.85,16745,3.4,21.82,392,2.34,0.64,1.65,276,38.95,93.5,4904
7.14E+18,1662893711,1662911721,2251.91,175714.14,78029,2472,1919,3.07,8384,228,4.19,2619,91.57,49,29956,27989,328,44368.27,2207.63,3.22,142988.45,1574,2.52,62436,2.69,19.12,2162,3.46,0.71,2.28,1421,31.22,90.84,18619
7.14E+18,1662854509,1662872518,2033.15,39758.34,19555,484,409,3.55,1931,64,4.68,539,97.21,8,7625,7049,91,6653.9,1625.84,2.88,19137.81,207,1.8,11509,3.19,18.46,299,2.6,0.58,1.6,184,36.16,92.45,3963
7.14E+18,1662940862,1662958869,1967.38,42359.72,21531,521,437,2.97,1957,59,4.13,607,96.93,9,8537,7956,105,10361.32,1735.97,2.54,26329.44,283,1.93,14697,3.01,21.22,403,2.74,0.7,1.74,255,40.63,93.04,5087
7.14E+18,1663066504,1663084515,2192.7,119173.1,54350,1747,1272,3.03,5551,136,4.09,1717,93.69,34,22833,20950,201,30440.1,2011.72,2.86,87209.91,958,2.28,42017,3.17,22.96,1344,3.2,0.72,2.14,900,33.82,91.03,11827
7.14E+18,1663027148,1663045163,2374.99,38750.33,16316,431,394,4,1920,58,5.12,505,98.35,8,7568,6988,92,7466.2,1887.14,2.55,19029.96,203,2.06,9855,3.84,29.08,269,2.73,0.76,1.84,181,41.25,93.74,3424
7.14E+18,1663152972,1663171001,2168.28,116651.26,53799,1453,1163,2.87,5794,121,3.91,1582,100.3,50,22613,20875,220,30246.79,2093.76,2.9,87856.47,891,2.2,40460,3.32,24.82,1244,3.07,0.75,1.97,796,38,98.6,11316
7.14E+18,1663239306,1663257327,1931.4,217947.14,112844,4101,2396,2.55,18131,663,3.43,3228,90.96,96,39418,36265,456,55281.73,1796.12,3.22,177825.06,1971,2.1,94014,4.69,27.55,2689,2.86,0.59,1.83,1725,32.05,90.22,30632
7.14E+18,1663203280,1663217722,1739.64,51401.19,29547,671,724,3.29,3853,120,4.03,887,71,19,15125,14381,202,13498.43,1373.1,2.3,31008.68,436,1.98,22036,4.08,25.01,535,2.43,0.61,1.64,361,37.39,71.12,7853
7.14E+18,1663325705,1663343737,1927.54,191302.07,99247,2937,2072,2.52,14329,404,3.7,3048,92.33,117,35511,31301,404,49211.76,1722.38,2.98,146619.57,1611,1.96,82288,4.16,24.88,2445,2.97,0.6,1.69,1388,35.46,91.01,25158
7.14E+18,1663306655,1663319071,1760.99,33499.31,19023,352,349,2.74,1542,57,3.61,460,95.99,8,9364,8363,67,8377.33,1485.73,2.34,19570.05,212,1.67,12725,3.25,21.41,275,2.16,0.66,1.49,190,44.09,92.31,3993
7.14E+18,1663304459,1663306537,463.89,834.53,1799,9,16,0,36,6,0,21,52.16,0,423,398,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.14E+18,1663412109,1663430129,1922.69,155943.81,81107,1879,1783,2.83,11314,361,3.98,2506,87.46,106,28962,26124,385,37043.32,1710.81,3.05,112947.71,1293,2.05,62984,4.36,25.62,1854,2.94,0.59,1.81,1138,32.55,87.35,19965
7.14E+18,1663498549,1663516558,1937,154969.87,80005,2390,1724,2.88,11938,421,3.76,2252,89.89,75,32750,30135,395,35603.03,1702.85,2.95,105062.58,1182,1.97,59944,3.66,21.76,1591,2.65,0.59,1.69,1016,35.04,88.89,19966
7.14E+18,1663459241,1663477243,1440.14,54162.19,37609,1028,576,2.07,6247,244,2.78,771,94.03,9,13575,12609,269,12233.58,993.32,2.32,28441.62,311,1.12,27780,4.82,21.23,445,1.6,0.44,0.99,275,44.49,91.45,11008
7.14E+18,1663545314,1663563322,1977.44,56028.75,28334,664,557,2.93,3177,101,3.64,691,100.59,16,12367,10952,162,10418.4,1312.09,2.45,25504.49,270,1.42,19008,4.18,22.89,359,1.89,0.55,1.26,240,43.41,94.46,6446
7.15E+18,1663671331,1663689338,2283.67,140690.21,61607,1495,1529,3.25,6589,176,4.34,2042,92.01,53,26238,23465,238,34446.56,2172.98,3.09,106445.53,1160,2.46,47065,3.12,22.82,1599,3.4,0.73,2.24,1052,32.74,91.76,14341
7.15E+18,1663631768,1663649778,2787.77,49357.48,17705,269,483,4.54,1488,28,5.86,623,102.19,10,9943,8321,85,8550.89,1932.34,2.45,20936.87,224,2.11,10637,3.31,26.63,312,2.93,0.8,1.85,197,43.41,93.47,3388
7.15E+18,1663757705,1663775712,2065.62,106166.59,51397,927,1189,3.22,4545,96,4.19,1546,89.29,37,21044,18928,232,26064.57,1855.12,2.78,72342.4,828,2.24,36911,3.25,22.94,1080,2.93,0.71,10,3692,7.06,87.37,9947
7.15E+18,1663718657,1663736669,2601.47,63403.09,24372,370,627,3.76,1668,31,4.67,780,101.12,13,12377,10427,89,12004.3,1992.12,2.79,33507.5,342,2.05,16690,3.24,23.29,439,2.63,0.72,1.87,312,38.48,97.98,4746
7.15E+18,1663847714,1663862123,2054.87,91743.84,44647,1065,949,2.93,4699,133,3.9,1261,96.67,30,18877,17989,233,21321.29,1836.68,2.93,62401.2,667,2.06,32336,3.62,23.88,918,2.84,0.66,1.96,633,33.68,93.56,9528
7.15E+18,1663844121,1663845416,882.58,2588.6,2933,41,32,1.5,249,7,1.83,39,80.89,0,830,727,7,1617,618.84,0.74,1198.7,14,0.66,2132,3.06,23.22,14,0.66,0.76,0.66,14,115.5,85.62,514
7.15E+18,1663930513,1663948534,2300.6,116569,50669,1215,1272,3.46,4799,106,4.37,1607,91.64,26,26572,23976,201,28598.33,2186.66,2.97,84851,951,2.59,36736,3.29,25.59,1216,3.31,0.78,2.28,838,34.13,89.22,10997
7.15E+18,1663891216,1663909228,2445.56,50473.9,20639,409,505,3.59,1853,64,4.49,631,99.95,8,10664,9783,131,10880.35,1994.87,2.66,28889.7,301,2.14,14049,3.05,23.59,390,2.78,0.77,1.92,270,40.3,95.98,4515
7.15E+18,1664016921,1664035016,2415.69,108824.6,45049,1115,1110,3.47,4670,96,4.44,1421,98.04,39,23696,21934,246,24983.17,2286.79,3.05,76280.6,800,2.5,32029,3.24,25.31,1036,3.23,0.78,2.2,706,35.39,95.35,9746
7.15E+18,1663977464,1663995472,1876.39,40989.8,21845,455,409,2.65,2284,75,3.26,503,100.22,12,8887,8603,147,9104.47,1343.89,2.37,21542.6,225,1.46,15417,3.85,22.73,284,1.84,0.59,1.33,205,44.41,95.74,5267
7.15E+18,1664104319,1664121869,2479.75,128118.6,51666,998,1311,3.64,4726,87,4.49,1614,97.73,31,26952,25416,251,28889.57,2342.63,3.06,88399.12,922,2.56,35968,3.39,27.24,1150,3.2,0.8,2.28,820,35.23,95.88,10423
7.15E+18,1664103308,1664103853,170.44,81.3,477,4,2,1.12,21,0,2.25,4,40.65,0,88,87,0,68.1,517.39,1.05,71.4,1,0.56,178,2.1,8.03,1,0.56,0.38,0.56,1,68.1,71.4,16
7.15E+18,1664063887,1664081907,2144.23,44196.88,20612,416,451,3.27,1881,52,4.17,575,98,12,9206,8266,152,9491.17,1829.16,2.72,25809.5,271,1.97,13791,3.43,23.6,355,2.57,0.69,1.81,249,38.12,95.24,4281
7.15E+18,1664168195,1664186218,1693.2,33223.9,19622,257,331,2.72,1427,49,3.41,415,100.37,8,8025,7030,93,6900.17,1148.6,2.11,14560.8,155,1.27,12182,3.85,21.81,206,1.69,0.57,1.16,141,48.94,93.94,3777
7.15E+18,1664276108,1664294124,2134.08,75030.12,35158,578,779,3.6,2991,76,4.67,1010,96.32,21,17835,16333,189,16241.3,1970.64,2.73,44331.52,472,2.18,21650,3.19,23.95,624,2.88,0.75,1.94,419,38.76,93.92,6497
7.15E+18,1664254632,1664272643,1948.65,31088.7,15954,265,309,3.44,1424,46,4.4,395,100.61,9,7061,6385,60,5659.63,1471.35,2.42,13677.7,146,1.63,8972,3.63,22.9,198,2.21,0.63,1.49,134,42.24,93.68,2766
7.15E+18,1664362515,1664380531,2243.06,70355.72,31366,383,736,3.86,2503,44,4.73,902,95.59,9,15328,13888,104,15181.67,2176.58,2.86,43368.3,470,2.46,19067,3.32,26.42,585,3.07,0.8,2.25,429,35.39,92.27,5402
7.15E+18,1664341127,1664359141,1890.79,36246.4,19170,240,379,3.37,1231,39,4.12,463,95.64,10,8386,7451,64,7609.31,1616.94,2.47,18832.5,212,1.89,11237,3.5,23.69,265,2.36,0.68,1.67,188,40.48,88.83,3434
7.15E+18,1664448916,1664466926,2051.15,61752,30106,389,657,3.54,2424,38,4.49,833,93.99,14,14437,12975,129,13704.54,1852.35,2.62,35930,399,2.15,18545,3.28,24.28,523,2.82,0.74,1.98,367,37.34,90.05,5265
7.15E+18,1664427905,1664445917,1744.12,32020.25,18359,249,336,3.03,1045,33,4.08,452,95.3,14,8042,7170,58,8536.69,1624.19,2.17,18562.85,200,1.81,11075,3.15,24.25,269,2.43,0.77,1.61,178,47.96,92.81,3078
7.15E+18,1664582079,1664600096,1810.85,27977.7,15450,224,274,3.35,1057,27,4.48,367,102.11,4,6144,6046,85,5011.58,1452.49,2.3,11516.8,117,1.43,8184,2.98,18.24,161,1.97,0.61,1.21,99,50.62,98.43,2325
